type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
video	post_user_1008279892518211	1008279892518211_1654259794586881	https://www.facebook.com/1008279892518211/posts/1654259794586881	Haww chyenfa3 f touness 😜😂😅	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18467197_838899942928460_6843222996748861440_n.jpg?oh=2b0915a0d82027a6fcead4b00472541a&oe=5A160D81	https://scontent.xx.fbcdn.net/v/t15.0-10/18467197_838899942928460_6843222996748861440_n.jpg?oh=a2a69df7ceb6e288b1e22ea703525f07&oe=5A4A306C	https://www.facebook.com/VIPAutomobileUAE/videos/838895572928897/	facebook.com	2017-08-07T13:07:11+0000	1502111231	2017-08-07 15:07:11	54	12	74	49	135	12	9	3	6	0	54	7	3	10	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1655595287786665	https://www.facebook.com/1008279892518211/posts/1655595287786665	تونس الثورة...؟؟؟	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20664682_1912448809004364_8808525875929887325_n.jpg?oh=d567e6d7072bc3f5000ed4487928ab65&oe=5A1C66C9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20664682_1912448809004364_8808525875929887325_n.jpg?oh=107768f84bb73d427644071cd8a18dc7&oe=5A4B2EDC	https://www.facebook.com/photo.php?fbid=1912448809004364&set=gm.1655595287786665&type=3	facebook.com	2017-08-08T20:28:16+0000	1502224096	2017-08-08 22:28:16	4	3	10	0	13	3	3	0	1	0	4	0	0	3	0	3	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1655526137793580	https://www.facebook.com/1008279892518211/posts/1655526137793580	نفس الحكاية في منوبة .. وبالتحديد في محطة سليمان كاهية . الله لا تباركلكم ..	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20730804_1595838117154896_3466610225069424640_n.jpg?oh=8a32e259c042d09a56b49e71c102e877&oe=5A483251	https://scontent.xx.fbcdn.net/v/t15.0-10/20730804_1595838117154896_3466610225069424640_n.jpg?oh=b7cb412695881985e0d8a9b714667913&oe=5A16142A	https://www.facebook.com/Blid.Tounsi/videos/1595836587155049/	facebook.com	2017-08-08T18:46:13+0000	1502217973	2017-08-08 20:46:13	20	1	27	15	43	1	1	0	1	0	19	2	1	0	1	3	0	manouba	1
status	post_user_1008279892518211	1008279892518211_1655354071144120	https://www.facebook.com/1008279892518211/posts/1655354071144120	نتعلمو ننصحو  و العبد لله معاكم بالكلمة الطيبة اقتداء بالحبيب المصطفى صلى الله عليه وسلم  مشكلة تونس في البعض من نخبتها كان الكلام المرزي					2017-08-08T15:11:59+0000	1502205119	2017-08-08 17:11:59	9	0	10	1	11	0	0	0	0	0	9	1	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1655247674488093	https://www.facebook.com/1008279892518211/posts/1655247674488093	تقرير عن تونس و أجمل شواطئ العالم ...عودة السياح الأجانب و خدمات ممتازة بعدد من نزل  الساحل..مشاهد من سماء سوسة  a report on Tunisia s beautiful beaches... Foreign Tourists return to Tunisia.. Very good service at hotels in the Sahel... Sousse Sky View China Global Television Network  nhezou chouye el moral	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20746575_449738008746850_2634069722848559104_n.jpg?oh=958193e52bdb52a509cabdb4f340ece3&oe=5A514337	https://scontent.xx.fbcdn.net/v/t15.0-10/20746575_449738008746850_2634069722848559104_n.jpg?oh=89d47af2cafb818dabc92c406dcaa3cc&oe=5A4D74DA	https://www.facebook.com/expattunisian/videos/449737508746900/	facebook.com	2017-08-08T13:11:33+0000	1502197893	2017-08-08 15:11:33	18	1	18	14	33	1	1	0	0	0	18	0	0	0	0	0	0	tunis	1
link	post_user_1008279892518211	1008279892518211_1654192261260301	https://www.facebook.com/1008279892518211/posts/1654192261260301	Les 350 municipalités : Carte interactive   http://www.tunisieelections.org/Municipalities/all#			http://www.tunisieelections.org/Municipalities/all#	tunisieelections.org	2017-08-07T11:49:15+0000	1502106555	2017-08-07 13:49:15	7	0	7	2	9	0	0	0	0	0	7	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1653601861319341	https://www.facebook.com/1008279892518211/posts/1653601861319341	الأشجار كانوا إقصوا فيهم ويبيعوهم ، طوى ولاو يحرقوا فيهم حتى الشجرة إلي قدام داري أدار الجران ما تزيان لبلاد إلا بالأخضار والأشجار انا داإما أكتب نفس الكلمات إن حب تونس كما تركيا وإلا سنغفوره ان شاء الله					2017-08-07T01:40:25+0000	1502070025	2017-08-07 03:40:25	2	2	2	0	4	2	2	0	0	0	2	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1652471944765666	https://www.facebook.com/1008279892518211/posts/1652471944765666	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20604382_1665005453550879_1742619476775778939_n.jpg?oh=9f4877b47163ae34aae5fcb219629698&oe=5A4985C0	https://scontent.xx.fbcdn.net/v/t1.0-9/20604382_1665005453550879_1742619476775778939_n.jpg?oh=841347afafaf697a3c69e5da61a7e0ff&oe=5A5627AB	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1665005453550879/?type=3	facebook.com	2017-08-06T01:09:39+0000	1501981779	2017-08-06 03:09:39	150	24	179	34	237	24	20	4	32	0	149	21	3	0	2	3	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1651901938156000	https://www.facebook.com/1008279892518211/posts/1651901938156000	En face el.mechtel  et nahej nabel ..... tawa 6 mois wel 7for hakka  zamiletna makfoufa tahet fihom..... 9odem el.baladeya zeda fi nahej el.mehdeya	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20526248_721370261380386_1038200901145963476_n.jpg?oh=9c101d194228055f81657797159454a9&oe=5A4943C6	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20526248_721370261380386_1038200901145963476_n.jpg?oh=8a235b65ab6bd4c5e5c922d2e5ed0da6&oe=5A51A939	https://www.facebook.com/photo.php?fbid=721370261380386&set=gm.1651901938156000&type=3	facebook.com	2017-08-05T14:21:58+0000	1501942918	2017-08-05 16:21:58	1	1	9	0	10	1	1	0	0	0	1	0	2	0	0	6	0	nabeul	1
photo	post_user_1008279892518211	1008279892518211_1653437158002478	https://www.facebook.com/1008279892518211/posts/1653437158002478	الأحد 06 أوت 2017  المساهمة في حملة النظافة الأسبوعية على مستوى معتمديّة جرزونة و الّتي تمّ من خلالها إتباع مسار المعتاد للشاحنة الضاغطة و الّتي تعطّل أدائها طيلة الثلاث أيّام الأخيرة حيث كان لنا عدّة تدخلات من أجل رفع النفايات المنزلية و الأعشاب الطفيلية و الأتربة في كل من حومة الكاليتوس، حي الجديد، محيط حديقة خالد بن الوليد، محيط المبيت الجامعي بوشوشة، محيط مكتب البريد بجرزونة، قاعة حسين الباز، حومة العربي، محيط مستودع الحماية المدنيّة بجرزونة، نهج باب تونس (المسلك القديم للطريق الوطنيّة رقم 8)، عين بيطار و الطريق الوطنية رقم 8 من جهة جرزونة.  تقدر كمية الفضلات المرفوعة في هذه الحملة الّتي دامت تقريبا تسع ساعات حوالي 85 طن كمجهود إضافي للعمل اليومي لبلدية بنزرت.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20621038_470654823301685_7611939902724548235_n.jpg?oh=2a8efcefd1f65ce1364238d33f1b18eb&oe=5A1BA257	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20621038_470654823301685_7611939902724548235_n.jpg?oh=9559a22f72768f7d16ce5232ed8c4ae8&oe=5A16A696	https://www.facebook.com/442871176080050/photos/a.444549329245568.1073741828.442871176080050/470654823301685/?type=3	facebook.com	2017-08-06T22:03:04+0000	1502056984	2017-08-07 00:03:04	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1651688114844049	https://www.facebook.com/1008279892518211/posts/1651688114844049	يا بنتي يا صنديدة كل تونسي عندو الحق في بلادو لا فرق بين جندوبة ولا بقية الوليات كلنا توانسة و تحيا تونس🇹🇳️🇹🇳️	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20642454_1499290190118415_2578027533576437760_n.jpg?oh=97218afdbf061377933cb891681b06c0&oe=5A46DE1E	https://scontent.xx.fbcdn.net/v/t15.0-10/20642454_1499290190118415_2578027533576437760_n.jpg?oh=c1a9c84f6fe082ba70a910fddd3c0292&oe=5A1D2065	https://www.facebook.com/jendoubifidam0yahoo.fr/videos/1499286126785488/	facebook.com	2017-08-05T09:32:33+0000	1501925553	2017-08-05 11:32:33	74	17	90	26	133	17	16	1	3	0	74	7	0	0	9	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1651782431501284	https://www.facebook.com/1008279892518211/posts/1651782431501284	للتبرع والتطوع والمساعدة للمواطنين في طبرقة وعين دراهم وسجنان وتمره ووين لعباد خسرت ديارها وأرضها تحرقت نابل: أمين رياحي 29031200 ڨفصة: حمزة 50636122 الڨصرين: باسم 98100157 صفاقس: محمد بن بية 5484422/غازي 20531812/طارق 23079623/علاء 44323882 سوسة: سارة 97733380 سيدي بوزيد: قيس عبيدي 27418024 زغوان: أنس 23434112 بن عروس: عمار 52190950 تونس الكبرى وبقية الولايات أو أي استفسار: زينة 94991258/هندة 58589301 عن تمام العبيدي					2017-08-05T11:55:05+0000	1501934105	2017-08-05 13:55:05	3	3	5	1	9	3	1	2	2	0	3	2	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1651161361563391	https://www.facebook.com/1008279892518211/posts/1651161361563391	رسالة مفتوحة : هيا توة باش نقول كلام ياسر جدي و ياسر مهم و بلهجة واضحة و صريحة و موجهة خاصة الى السيد رئيس الحكومة يوسف الشاهد و الى كل افراد حكومته  سيدي رئيس الحكومة انا مواطن بسيط و ليس بامكاني مقابلتك شخصيا و ليس لي من مجال للتعبير الا هذا الفضاء الافتراضي شاني في ذلك شان اغلب مواطني تونس الذين لا حول لهم و لا قوة  لو كنت مكانك سيدي رئيس الحكومة اعزل فورا كل من معتمد قصور الساف و ووالي المهدية  معتمدية قصور الساف التي تبعد عن المهدية حوالي 12كلم هي من اكبر معتمديات هذه الولاية و بما انها قريبة من البحر و تتبعها قرى شاطئية مثل سلقطة و المناقع و غيرها فان عدد سكانها ينضاعف في الصيف بسبب الوافدين عليها من مناظق اخرى و من مواطنينا في الخارج في الصيف تصبح في فوضى لا مثيل لها و اليكم امثلة  1- الطريق بين قصور الساف و سلقطة 5 كلم خطيرة جدا ..حركة مرورية كثيفة جدا و عدد مهول من الدراجات النارية تسير ليلا بدون اضواء و الطريق بدون تنوير عمومي و لا مخفضات سرعة رغم انها منطقة عمرانية و السيارات تسير بسرعات جنونية و لا حسيب و لا رقيب  2- الشواطئ بدون رقابة امنية و مثال من شاطئ بن نجيمة الى المناقع لا يوجد شرطي واحد و نرى كافة انواع التسيب و الاختراق للقانون و كمثال للذكر لا الحصر كل يوم ترى زوارق سريعة بالمحركات و بدون رخصة تسير بسرعات جنونية بين المصطافين و امكانية الاصطدام بهم واردة جدا و لا حسيب و لا رقيب  3 - كورنيش سلقطة احتله اصحاب المقاهي بالاف الكراسي حيث يجبر المترجل للسير في الطريق المعبد و لا حسيب و لا رقيب  4 - لا وجود لاي علامة على طول الكورنيش تمنع الوقوف و بالتالي السيارات تقف على جانبي الطريق و تخلق فوضى مرورية كبيرة و لا حسيب و لا رقيب  5- انتشار محلات بيع الاكلات السريعة الغير مراقبة صحيا بعدد كبير كما ان الشواطئء اصبحت بمقابل سيطر عليها اصحاب المقاهي الذين يفرضون على المواطن كراء المظلات و الكراسي  6 - لا يوجد اي نوع من المراقبة الصحية و لا الاقتصادية للمحلات التجارية و الاسواق القانونية منها و الفوضوية و كل يغني على ليلاه و يبيع بالاسعار التي يريدها مستغلا الاقبال الكثيف للمصطافين  7 - مدينة قصور الساف اصبحت تعيش فوضى لا مثيل لها . تقريبا لا يوجد متر واحد على الارصفة يمشي فوقها المترجل كلها احتلها المتصبون فوضويا و المحلات التجارية و المقاهي و هؤلاء يتحدون القوانين بكل وقاحة و لا حسيب و لا رقيب  8 - في كل ليلة تسمع  الفوشيك   في الاعراس في ساعات متاخرة من الليل دون حسيب و لا رقيب - وهذه ظاهرة اصبحت منتشرة في كافة انحاء الجمهورية للاسف  9 - المحروقات المهربة لازالت تباع في الشوارع بدون حسيب و لا رقيب  10 - النقل العمومي بين قصور الساف و المهدية في حالة يرثى لها و لا يلبي حاجيات المواطنين  سيدي رئيس الحكومة انا كمواطن تونسي فرحت بانطلاق حربكم على الفساد و لكن عندما ارى الواقع اليومي اصبحت اشك جدا في مدى جدية الحكومة في الحرب على الفساد و فرض القانون . اخيرا لست ادري ان كانت هذه الرسالة ستصلكم ام لا ..المهم اني مواطن اردت ابلاغ صوتي في وطن يتوق الى الافضل و الاوطان لا تتقدم بالامنيات انما تتقدم بالحكم الرشيد و فرض القانون على الجميع و   الوقوف لتونس   كما تقولون   و شكرا على تفهمكم .					2017-08-04T21:24:38+0000	1501881878	2017-08-04 23:24:38	8	10	10	1	21	10	3	7	7	0	8	0	0	0	1	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1649322475080613	https://www.facebook.com/1008279892518211/posts/1649322475080613	إن الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم معناها كل 10 م ثم حاوية ويسمحو لرواحهم باش يطيشو الزبلة وين يجي (ساحة سيدى يحي سوسة 2-8-2017)	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20526017_10207629196768222_4001184059276498018_n.jpg?oh=581b78f837f0714c641d177c39c5c4ca&oe=5A59194C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20526017_10207629196768222_4001184059276498018_n.jpg?oh=585c9cd65228cf77de6e03157967fd46&oe=5A5D0941	https://www.facebook.com/photo.php?fbid=10207629196768222&set=gm.1649322475080613&type=3	facebook.com	2017-08-03T06:41:29+0000	1501742489	2017-08-03 08:41:29	63	77	201	0	278	77	62	15	61	0	61	0	8	2	34	93	0	sousse	1
video	post_user_1008279892518211	1008279892518211_1648618661817661	https://www.facebook.com/1008279892518211/posts/1648618661817661	كان يركبو منو 1000 كاميرا في تونس ينظم الناس و يدخل فلوس لدولة	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20480581_10154836023987864_8157194045400023040_n.jpg?oh=31587b2e2fe627e9679cd5616581401d&oe=5A4CA803	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20480581_10154836023987864_8157194045400023040_n.jpg?oh=20b9d88f852fce833870c2c2c32dd176&oe=5A16B0F1	https://www.facebook.com/khaleejtimes/videos/10154836003182864/	facebook.com	2017-08-02T15:43:25+0000	1501688605	2017-08-02 17:43:25	22	5	24	11	40	5	2	3	2	0	22	1	0	0	0	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1648354568510737	https://www.facebook.com/1008279892518211/posts/1648354568510737	بمناسبة الانتخابات البلدية و خاصة ولاية أريانة نحب نوريهم عينة صغيرة من الانهج نهج السودان  في قلب أريانة  اكثر من عام على هذا الحال حفر، اوساخ،غبار كراهبنا تكسرت ديارنا مشات بالغبرة نغرقو في قطرة ماء وزيد زيادة قالك السيد المقاول يخدم كان المادة اللي على اليمين لكن اليسار موش خالص فيها  باللهي كيفاش ويني #بلديةاريانة #ولايةاريانة #وينوتروتوار #winoutrottoir	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20525840_1782822371729420_8693353940354178570_n.jpg?oh=5d58608ff9bfba0aa3875825f4300f57&oe=5A5C3E67	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20525840_1782822371729420_8693353940354178570_n.jpg?oh=d26c8c459454fd3bf41f6680d94480c3&oe=5A18BF72	https://www.facebook.com/photo.php?fbid=1782822371729420&set=gm.1648354568510737&type=3	facebook.com	2017-08-02T10:58:49+0000	1501671529	2017-08-02 12:58:49	6	3	13	13	29	3	3	0	4	0	6	0	3	0	3	1	0	ariana	1
link	post_user_1008279892518211	1008279892518211_1647435265269334	https://www.facebook.com/1008279892518211/posts/1647435265269334	La blague du jour 😃😃😃  #موش_في_ثنيتي #humour  فادت مصادر مطلعة بتونس العاصمة اليوم أن المواطن التونسي عبد الحميد بن بشير بات أول سائق سيارة أجرة في تاريخ بلادنا يوصل حريفا الى وجهة مختلفة عن طريق منزله. و قد علمنا من نفس المصادر أنه على تمام الساعة الثانية من بعد ظهر اليوم الأحد كان عبد الحميد متجها الى منزله الكائن بشارع جون جوريس بالعاصمة حين استوقفه مواطن طلب منه ايصاله الى باب سعدون. و عكس كل التوقعات فقد وافق عبد الحميد على العرض دون التذرع بأن ذلك ليس طريقه  و كردّ فعل أولي أعرب السائق أنه فخور بدخوله التاريخ من أوسع أبوابه مؤكدا أن هذا الحدث قد يمثل بداية عصر جديد في عالم سيارات الأجرة  أما المواطن صاحب الحظ السعيد فقد شوهد عشية اليوم في باب سعدون بصدد قرص نفسه قصد التأكد أن ما رآه لم يكن حلما	https://external.xx.fbcdn.net/safe_image.php?d=AQAcd8m5eJqecMnl&w=130&h=130&url=https%3A%2F%2Ftanjra.files.wordpress.com%2F2017%2F07%2F1454356401_taxi.jpg&cfs=1&sx=407&sy=0&sw=572&sh=572&_nc_hash=AQD4vFaDHc_UOzxl	https://external.xx.fbcdn.net/safe_image.php?d=AQDRGtrOh5oQPmUZ&url=https%3A%2F%2Ftanjra.files.wordpress.com%2F2017%2F07%2F1454356401_taxi.jpg&_nc_hash=AQDFRrYUut7stYM_	https://tanjra.wordpress.com/2017/07/30/%d9%81%d9%8a-%d8%b3%d8%a7%d8%a8%d9%82%d8%a9-%d9%81%d8%b1%d9%8a%d8%af%d8%a9-%d9%85%d9%86-%d9%86%d9%88%d8%b9%d9%87%d8%a7-%d8%b3%d8%a7%d8%a6%d9%82-%d8%b3%d9%8a%d8%a7%d8%b1%d8%a9-%d8%a3%d8%ac%d8%b1%d8%a9/	tanjra.wordpress.com	2017-08-01T12:17:46+0000	1501589866	2017-08-01 14:17:46	90	18	203	36	257	18	13	5	15	0	90	1	5	104	0	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1647401091939418	https://www.facebook.com/1008279892518211/posts/1647401091939418	من مدة انطلقت اشغال على مستوى الطريق الرابطة بين صيادة و قصيبة المديوني من ولاية المنستير. المرحلة الاولى كانت تكسير الطريق وتركه لحد الساعة مكسر (تجاوز الاسبوعين). السؤال المطروح لماذا الانطلاق فالتكسير ثم تركه في هاته الحالة رغم انه لم يكن في حاة كارثية؟	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20526145_319082655209926_2351623576211059441_n.jpg?oh=d9c690eafc7fedac7342d6a6f3107ed7&oe=5A49284C	https://scontent.xx.fbcdn.net/v/t1.0-9/q84/s720x720/20526145_319082655209926_2351623576211059441_n.jpg?oh=2562b6ae26abdb8fe5d28824553ffb0a&oe=5A4A7F9A	https://www.facebook.com/photo.php?fbid=319082655209926&set=gm.1647401091939418&type=3	facebook.com	2017-08-01T11:26:48+0000	1501586808	2017-08-01 13:26:48	3	2	3	0	5	2	2	0	0	0	3	0	0	0	0	0	0	monastir	1
photo	post_user_1008279892518211	1008279892518211_1647288198617374	https://www.facebook.com/1008279892518211/posts/1647288198617374	قاعات الشاي Terrasse و Baroque في صفاقس مسكرين زوز ميترو كياس قدام محلاتهم، باش السيارات ما يراكيوش قدامهم رغم أن التروتوار مافيهش منع الوقوف...أولا هذا تسلط على الملك العمومي و تعدي صارخ على القانون، و هوما طبعا يعرفوا لكن  مغلفين  بعلاقاتهم، و ثانيا لما سيارات رغم هذا تجي تراكي نلقاوا الكياس نقص منه ممر كامل لعبور سيارة و هذا طبعا يقدر يوقف السير العادي المرور في تلك المنطقة.... #سيب_التروتوار #سيب_الكياس	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20525590_10213937493421654_7976973447200322028_n.jpg?oh=1e3f41343a7632ab993107f5706ee37b&oe=5A4D09F9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20525590_10213937493421654_7976973447200322028_n.jpg?oh=4fc193de2066f11b35f28a9e0093080f&oe=5A553CF4	https://www.facebook.com/photo.php?fbid=10213937493421654&set=gm.1647288198617374&type=3	facebook.com	2017-08-01T08:00:45+0000	1501574445	2017-08-01 10:00:45	8	2	12	0	14	2	2	0	0	0	8	0	1	0	0	3	0	sfax	1
video	post_user_1008279892518211	1008279892518211_1645655185447342	https://www.facebook.com/1008279892518211/posts/1645655185447342	Aida Bellagha shared ‎حكايات تونسية منسية‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11048824_948102925221712_1329330182_n.jpg?oh=0650cf543285f903f10802a77ecc35de&oe=5A519420	https://scontent.xx.fbcdn.net/v/t15.0-10/11048824_948102925221712_1329330182_n.jpg?oh=d1c070dbc49081ab0f34be5fa6787ce1&oe=5A549A15	https://www.facebook.com/hkeyetounseya/videos/948102071888464/	facebook.com	2017-07-30T15:05:01+0000	1501427101	2017-07-30 17:05:01	16	11	35	41	87	11	11	0	10	0	16	0	6	0	7	6	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1646438842035643	https://www.facebook.com/1008279892518211/posts/1646438842035643	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20431661_1658899824161442_8302646863300942833_n.jpg?oh=7fb345dae62d76ae6eecc1309eb5b946&oe=5A537CE7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20431661_1658899824161442_8302646863300942833_n.jpg?oh=ec7a9c2732df952bd31345fff49c0543&oe=5A57B7F2	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1658899824161442/?type=3	facebook.com	2017-07-31T10:40:08+0000	1501497608	2017-07-31 12:40:08	14	1	15	2	18	1	1	0	1	0	14	1	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1646392242040303	https://www.facebook.com/1008279892518211/posts/1646392242040303	Mohamed Med shared ‎انتبه أنت في تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20613341_1629286360464964_45646225227120640_n.jpg?oh=e67b891633bd130d154ed8df6328ba8f&oe=5A5A407E	https://scontent.xx.fbcdn.net/v/t15.0-10/20613341_1629286360464964_45646225227120640_n.jpg?oh=66c673372453b853362e29b41b385f3c&oe=5A4F5F75	https://www.facebook.com/326120170781596/videos/1629285860465014/	facebook.com	2017-07-31T09:14:57+0000	1501492497	2017-07-31 11:14:57	3	2	9	4	15	2	2	0	0	0	3	0	2	0	2	2	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1646397062039821	https://www.facebook.com/1008279892518211/posts/1646397062039821	Sawsen Essid shared ‎عشرة مليون تونسي ضد قانون المصالحة 2‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20375651_474439722923886_1900720499298529842_n.jpg?oh=6d69f57fdf4b61c591085fb9641080a4&oe=5A501638	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20375651_474439722923886_1900720499298529842_n.jpg?oh=e62fbb227bc2a0259e9b5207abe76649&oe=5A4697C7	https://www.facebook.com/10malyoun.tounsi.dhid.9anoun.ilmousal.2/photos/a.301010873600106.1073741828.299870173714176/474439722923886/?type=3	facebook.com	2017-07-31T09:24:01+0000	1501493041	2017-07-31 11:24:01	19	0	24	24	48	0	0	0	0	0	19	0	2	0	0	3	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1644685445544316	https://www.facebook.com/1008279892518211/posts/1644685445544316	نعيشو و نشوفو الأميرة النائمة في تران قابس-تونس.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20375912_501858266822214_3906623937379784546_n.jpg?oh=793773cab61df7df1e4d1a883c437949&oe=5A4DE4FE	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20375912_501858266822214_3906623937379784546_n.jpg?oh=ab2c4bfcd94b91ee729860d82eb211c5&oe=5A5C1B01	https://www.facebook.com/photo.php?fbid=501858266822214&set=gm.1644685445544316&type=3	facebook.com	2017-07-29T15:33:06+0000	1501342386	2017-07-29 17:33:06	24	27	51	0	78	27	11	16	16	0	24	0	7	13	2	5	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1644749512204576	https://www.facebook.com/1008279892518211/posts/1644749512204576	David Pawlo shared ‎تونسي مطبوع‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20375896_1939084839640073_1919189191827046615_n.jpg?oh=319854f473b7a688d71b721bd549925b&oe=5A5A8404	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20375896_1939084839640073_1919189191827046615_n.jpg?oh=9672c627afb14aedfd83d9c7e848262c&oe=5A4F6911	https://www.facebook.com/1420201754861720/photos/a.1700302663518293.1073745195.1420201754861720/1939084839640073/?type=3	facebook.com	2017-07-29T16:51:15+0000	1501347075	2017-07-29 18:51:15	47	16	66	10	92	16	9	7	17	0	45	3	1	1	1	13	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1645616715451189	https://www.facebook.com/1008279892518211/posts/1645616715451189	بعد ان تم نشر صور و فيديو للشاحنة الي تهز في اولاد الصغار قصد التسول بيهم  بجهة حمام الانف و المناطق الاخرى من العاصمة... و بعد تعهد مدير اقليم الامن بن عروس بالموضوع و ادارة شرطة العدلية ..  تم الكشف يوم امس على شبكة مختصة في التجارة بالاطفال قصد التسول بيهم و دفعهم للبيع في القطارات و الشواطئ و الشوارع	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/20431528_679761122217485_3253700815363554315_n.jpg?oh=7c4faeff5a9b8c20e7f038f67ee42039&oe=5A55D64F	https://scontent.xx.fbcdn.net/v/t1.0-9/20431528_679761122217485_3253700815363554315_n.jpg?oh=59af7d24c4e246005ffed09a6d6fc136&oe=5A4C30C1	https://www.facebook.com/photo.php?fbid=679761122217485&set=gm.1645616715451189&type=3	facebook.com	2017-07-30T14:23:02+0000	1501424582	2017-07-30 16:23:02	14	2	19	0	21	2	2	0	1	0	14	1	0	0	2	2	0	benArous	1
photo	post_user_1008279892518211	1008279892518211_1645519902127537	https://www.facebook.com/1008279892518211/posts/1645519902127537	Isuzu 81 tunis 1317 Auj a 13h07 au peage de mornag. Cet energumene se tient derriere une voiture pour passer le peage sans payer. Il emporte avec lui la barriere du peage qui lui colle au derriere de l automobile et ne paie pas les frais de peage.  Jusqu a quand ces gens vont nous pourrir la vie avec leur ignorance  !!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20476073_10213824959769119_2909277813279467872_n.jpg?oh=321474b84eef0c8472aa30be89ffd049&oe=5A5FDC1D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20476073_10213824959769119_2909277813279467872_n.jpg?oh=1d6b493cee3c3de74244aa744a8f36fc&oe=5A13C310	https://www.facebook.com/photo.php?fbid=10213824959769119&set=gm.1645519902127537&type=3	facebook.com	2017-07-30T12:16:30+0000	1501416990	2017-07-30 14:16:30	12	7	26	0	33	7	7	0	10	0	12	0	1	0	2	11	0	tunis	1
